Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
825bbf2a06d9588bda397252f041eb08e97f0802,"test(envs): increase absolute error tolerance for transition_fn

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['a00ca8268072ad7cb1549a31a0f041dee98e90af'],False,['tests\\envs\\test_cartpole_swingup.py']
5ed73701339701b3ba245bba288e3edd98297f33,"fix(policy): return placeholder for deterministic action log prob

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['825bbf2a06d9588bda397252f041eb08e97f0802'],False,['raylab\\policy\\action_dist.py']
bc52ca30156aabf2438a29c6f177564b42f77294,"fix(modules): use .sample() in StochasticModel.sample()

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['7e951fa80de6b4568f92b4880d959481e675af5b'],False,['raylab\\modules\\mixins\\stochastic_model_mixin.py']
a0f2df1c3c5833e6e2f68eadf04e37c214fc9f9f,"fix(mapo): treat all model transitions as non-terminal

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['b556c46b05e024899bcd7551a8f6096d315cbc33'],False,['raylab\\agents\\mapo\\mapo_policy.py']
7ec6dd2599f8387739beae3dc38b15ed3fbb5fdf,"fix(mapo): call environment transition_fn

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['0e535d8fb2a398e1cc6f1a0e3e7167ba59919cab'],False,['raylab\\agents\\mapo\\mapo.py']
38a0eaf0bce72763a5dccac8c59e8c1f6608d6ac,"fix(mapo): check model with numerically stable obs and actions

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['7ec6dd2599f8387739beae3dc38b15ed3fbb5fdf'],False,['raylab\\agents\\mapo\\mapo_policy.py']
e9a622dbb7aab71aacb9b79fc88e52942b849fc7,"fix(mapo): use sampled next_obs in target value

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['312f67bcff43bbd4a1ece97b8a2b8f78cb6643b9'],False,['raylab\\agents\\mapo\\mapo_policy.py']
a28d6e52d64c4fbeb69a11d62b3efdf4b4447d8e,"fix(mapo): use main critic networks for actor and model losses

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['e9a622dbb7aab71aacb9b79fc88e52942b849fc7'],False,['raylab\\agents\\mapo\\mapo_policy.py']
80bf21d02631c934cb35b70619d87ea17dcd4543,"fix(mapo): assert model does not optimize for action loss

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['2766ec5d1cbe39ee042689ba89050a004ba887fc'],False,"['raylab\\agents\\mapo\\mapo_policy.py', 'tests\\agents\\mapo\\test_model.py']"
1d3d8b0b93934cb67cf6835d74019cc4dcb94ff2,"fix(ci): correct typo in requirements file

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['876e9f78ec525700fba85e79b96f83b7a905316e'],False,['.travis.yml']
b2f5380ecada19c49febc7913dde95d85fe7a99f,"fix(agents): correct total timesteps logging with learning_starts

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['ed72c5b14ef06d7af957a3e202a89bacf6c07cba'],False,['raylab\\agents\\off_policy.py']
8186f5ffcd928db58a1e8e561da781fa68bbd728,"fix(envs): remove old industrial benchmark import

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['8ac065ab2a9830d0cfce26367fd82dc9f0313e4c'],False,['raylab\\envs\\rewards.py']
b150cd749e5b00463205a06026e71ddc77d9ed40,"fix(svg): revert to working implementations of actor-critic losses

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['1eb744e4992d590689fa4ccb53169961ad790b80'],False,"['raylab\\agents\\svg\\soft_svg_policy.py', 'raylab\\losses\\isfv_iteration.py', 'raylab\\losses\\svg.py']"
0d57aa6dcc5b6e739b3690ac9aea2e3e3f3bf3a8,"fix(envs): register IndustrialBenchmark-v0 reward

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['70674b98b783ed606fb9c48a8b24a965fdf2177e'],False,['raylab\\envs\\rewards.py']
9bca804009654d1e1cb2a3483669fc43662b8ae8,"fix(mbpo): ignore logp from model.sample

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['f9d37c37fcc0787f5a24755b7ac534a82db6ae14'],False,['raylab\\agents\\mbpo\\policy.py']
aae2981feca4dcf88acfa369d197094d298e5935,"fix(envs): correct IndustrialBenchmark-v0 reward

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['dc6c7f41f5834afa9ef61a9dbdc9842b4fbc89dd'],False,['raylab\\envs\\rewards.py']
1c89582ca101988e7d5efad46383625348764e8e,"fix(envs): correct IndustrialBenchmark-v0 reward

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['dcb226f10937ac513b209766234f7b22fab554a9'],False,['raylab\\envs\\rewards.py']
d80002ac75cf53ff5ed5996b933dcbfcfedf76d0,"feat(losses): fix batch keys in MaximumLikelihood losses'

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['1d4030d87e812b73106970f60492d2b799f00077'],False,['raylab\\losses\\mle.py']
3561d1713c58e7254bd7aca6611123f5781bb2ea,"fix(mbpo): add missing config

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['067df4304087f3ae3fbc1125e64c16a46ea1e019'],False,['raylab\\agents\\mbpo\\trainer.py']
55be036b9dcca79ca30895157881d84b12ed117e,"fix(losses): correctly pass arguments to get_keys

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['3561d1713c58e7254bd7aca6611123f5781bb2ea'],False,['raylab\\losses\\mle.py']
d0cd3ca076c55b2d5e2208e2f766a5ff3ff47599,"fix(losses): log individual model losses

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['55be036b9dcca79ca30895157881d84b12ed117e'],False,['raylab\\losses\\mle.py']
d879d2343b7a72f43200f3f4f98b3f5329856b30,"fix(losses): use negative log-likelihoods

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['5f8d363bcb44c5f33b389eefc6a77bcc7c24f358'],False,['raylab\\losses\\mle.py']
3abd33d55762768e621d19caeccf0656ecc2b8b4,"fix(agents): get learner stats on train_dynamics_model

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['f532fd2c2fb8ea3dc7e676d9212618dde845a4f7'],False,['raylab\\agents\\model_based.py']
015101a674f5bda36055d80a2f9d894c2a5e60ed,"fix(mbpo): check for relative model improvement

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['3abd33d55762768e621d19caeccf0656ecc2b8b4'],False,['raylab\\agents\\mbpo\\policy.py']
251aedb50f50d86190904b7f1dae76717efeff2e,"fix(mbpo): check if max model epochs is None

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['c0e54085f70d437bc4d2107dddff2d453962c038'],False,['raylab\\agents\\mbpo\\trainer.py']
2f544b64ff5645992f2d08079c3e239533ad7a7e,"fix(mbpo): correctly log number of epochs

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['fc33d74767f8fd6fdc634580875a63470ae3bd75'],False,['raylab\\agents\\mbpo\\policy.py']
e86e1acd8b1cbe6b1f16aa8b9950c05cd1fee697,"fix(mbpo): retrieve new model losses from info

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['2f544b64ff5645992f2d08079c3e239533ad7a7e'],False,['raylab\\agents\\mbpo\\policy.py']
595d1c32ad7b436fe4986c4325cd3357a715b7e9,"fix(envs): address precision errors with relative timestep

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['63b3fc61483177df649f9ba2a10fbc633a173a76'],False,"['raylab\\envs\\environments\\hvac.py', 'raylab\\envs\\environments\\navigation.py', 'raylab\\envs\\environments\\reservoir.py', 'tests\\envs\\test_hvac.py']"
104977cc2d1c589c900b7159a25dd7a2d4c6f262,"fix(tests): register MockEnv termination function

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['9642a9d9ed778edddc9d36411f1272d8e3c7ec33'],False,['tests\\mock_env.py']
b67b79536261650634e064061f55ea8dbb8f57f9,"fix(tests): correct slicing in MockEnv step

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['31986c546b9f5af75e9fc834750ea67d42a13dd6'],False,['tests\\mock_env.py']
ea2ad86c117735d9c57dab42a7d8e6d49b3e6937,"fix(envs): clamp relative timestep to valid range

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['b67b79536261650634e064061f55ea8dbb8f57f9'],False,"['raylab\\envs\\environments\\hvac.py', 'raylab\\envs\\environments\\navigation.py', 'raylab\\envs\\environments\\reservoir.py']"
8dce13f8d1ecdf9cabac3abca650d3acfa28837c,"fix(agents): remove model batch size check from ModelBasedTrainer

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['f91d738f367dc47f8e061d45e55e400d4c70b5c7'],False,"['raylab\\agents\\mbpo\\trainer.py', 'raylab\\agents\\model_based.py']"
53f7dd35bb37b5695fe82ddb13be26e257f800e1,"fix(utils): return all non-empty samples

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['1c777d43fcce36bbfc49d3de02dc862c2a5ed574'],False,['raylab\\utils\\replay_buffer.py']
f785affb9073c03fb15e781a50cd7bc0a794bce0,"fix(tests): expose source code for TorchScript

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['334c8f353f444bb23d5897cde1491bc7abfa6cca'],False,['tests\\pytorch\\nn\\distributions\\flows\\test_flow_distribution.py']
2cc4cd0c6e8e976702a8c2b05943d0cfaf320d5a,"fix(pytorch): import custom activations

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['040033e7396a0bdcfa7cb3587b210db17a4d7828'],False,"['raylab\\pytorch\\nn\\modules\\__init__.py', 'raylab\\pytorch\\nn\\utils.py']"
673bc9c5288b7a5a7fb09166f34499c9b95b3b42,"docs(pytorch): fix identation

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['2cc4cd0c6e8e976702a8c2b05943d0cfaf320d5a'],False,['raylab\\pytorch\\nn\\utils.py']
44d48f1a43edc91dfa0e2a50faf862f720b3301c,"refactor(pytorch): fix deprecation warnings

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['673bc9c5288b7a5a7fb09166f34499c9b95b3b42'],False,['raylab\\pytorch\\optim\\radam.py']
e0e9fdb84aa1480413f49dbe771bcd276f4868d5,"fix(tests): override all abstractmethods in DummyPolicy

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['cb9ca97c01097c2ac4de284ace96e35e550f7b1e'],False,['tests\\policy\\model_based\\test_sampling_mixin.py']
cf38810779693ff5b77a0136694c3ef79e29234b,"fix(agents): get learner stats correctly

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['adec0ad9987c4604ffd124d0e125b616acf4717e'],False,"['raylab\\agents\\model_based.py', 'raylab\\agents\\off_policy.py']"
b2cfe9aa95c20054331dbf91666d1a6956f63eeb,"fix(policy): deepcopy state before moving to numpy

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['cf38810779693ff5b77a0136694c3ef79e29234b'],False,['raylab\\policy\\torch_policy.py']
65745f9a1c18b9f2d5bd6bc232461cca1eaa7c58,"fix(utils): cast samples to appropriate dtype

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['86f2bdeadbdf6242f83fe435e33ccfc046bd0419'],False,['raylab\\utils\\debug.py']
ebd0022fbe76bccb658869b6c75f6b941765098e,"fix(agents): set optimizer attribute to sync global_vars

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['ceb7d602d69553602f7b043f310c3b2295fdbbdf'],False,['raylab\\agents\\trainer.py']
880823019c892fb9d659e7501decf67270fd3843,"test(agents): fix Trainer call

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['a5cb06d82d741fa1f259199a48ab648bda5cee71'],False,['tests\\agents\\test_trainer.py']
a5e13edabac79fc7c6af47b2d3e0939d276e0caf,"Merge tag 'v0.7.4' into develop

Fix issue with global_vars not updating","['880823019c892fb9d659e7501decf67270fd3843', 'b7239bfba860b4c6533309611709d04aa3fb2697']",True,[]
0d95e4491db999dff8a8ba47fb56f4a0121b8ada,"fix(agents): emulate PolicyOptimizer.stop

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['17480da8c6145223cbd1c0b40c694a50c83791c4'],False,['raylab\\agents\\trainer.py']
8b3b404f3f4be39a835a596b14fe624e96fe0d10,"fix(agents): count steps before learning starts

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['0d95e4491db999dff8a8ba47fb56f4a0121b8ada'],False,"['raylab\\agents\\model_based.py', 'raylab\\agents\\off_policy.py']"
9b5daab7b2742a85fe43b3a05542f7697a6242f0,"Merge tag 'v0.7.5' into develop

Fix Trainer.stop and count timesteps before learning starts","['a5e13edabac79fc7c6af47b2d3e0939d276e0caf', '782458dcd44eccdef638276e7fdef4077573698d']",True,[]
4b3648dee75a2ad7a2e3ade82473d43039838066,"fix(agents): setup sampling models only before model rollouts

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['a23604ae456583e60b1ab34a1c811204e25a5209'],False,['raylab\\agents\\model_based.py']
e0844a865299353796221024f0bcaf4b5c541898,"fix(agents): avoid sending empty eval samples to policy

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['de724bd145631a0515e2906df7f9aaed81960e85'],False,['raylab\\agents\\model_based.py']
8ea7da6f9e67b10a0d83ce4fc2076c80110e32e5,"fix(sop): return weights as dict

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['ec2426fe1ed2ebff62aa368a5080786e634639fd'],False,"['raylab\\agents\\sop\\policy.py', 'raylab\\policy\\torch_policy.py']"
58d5e4c99112eaefc7a8bbc8a76e68029c73293b,"fix(pytorch): correct addcdiv signature

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['19b415c024f3319907bcae293467c4f5088df8f3'],False,['raylab\\pytorch\\optim\\radam.py']
5914ce0f9a080ab66189546df35bd9d479b7d48c,"fix(policy): deepcopy state and recursively map to device

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['0a89c98d66e3bfbb9ef5cc5de74cec095388cff4'],False,['raylab\\policy\\torch_policy.py']
9b52bd1e19590eee4dc8da520a06ba469940fea1,"fix(utils): ignore exp data keys with only NaN values

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['9076c1185c20e20b2617ecd3df9804e0077f3ab1'],False,['raylab\\utils\\exp_data.py']
a94ea18b0893e2ea972b9cfe6205cc8fb9c85c00,"fix(losses): correct loss info key

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['d89de36d859aa6cfc2b024c32a69a5036fb46741'],False,['raylab\\losses\\cdq_learning.py']
6aaa273d166272509447ac65743dbd1bc07ed784,"fix(losses): use target policy for next state

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['a94ea18b0893e2ea972b9cfe6205cc8fb9c85c00'],False,['raylab\\losses\\mage.py']
2af2675714989fe1d6ed914db1c3cb2c41ed35b7,"fix(examples): add model sampling config to MBPO

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['6aa26e7c8ef22c2ce081a80f15b043e356662bbc'],False,['examples\\MBPO\\swingup.py']
e3c982cb4406498585c31f1afeb945d204312436,"fix: add dataclasses-json to requirements

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['782458dcd44eccdef638276e7fdef4077573698d'],False,['setup.py']
f88df1a8fe03db440677bb6ecc8d5b85d34e3c75,"fix(policy): map compute_actions output to cpu

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['f662e8788245ff4a046f3d813260cd9cfd0619ff'],False,['raylab\\policy\\torch_policy.py']
e869fa4620bdb1bbeb70d6ce6aab456a23f78e62,"fix(mbpo): update default config

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['169ef9c46e037f3194d04dd7e4eaf47d43e67f6c'],False,"['raylab\\agents\\mbpo\\trainer.py', 'tests\\agents\\mbpo\\test_policy.py']"
5f3a130ea6b7cd5daa33c95e73241f16f776b62a,"fix(losses): disable MAPO compilation

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['a46e2679e16123ccd72a37e5719fae2670d346a4'],False,['raylab\\losses\\mapo.py']
ef022d434d4a124987b4a1ee3017afe75f3ae77c,"fix(losses): compile MAGE modules by key

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['5f3a130ea6b7cd5daa33c95e73241f16f776b62a'],False,['raylab\\losses\\mage.py']
069c84570cee73b4eba99d77fc97a4d7bd228ab5,"fix(mapo): update loss env functions and add missing config

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['976c8583dde566bb782c19d30ebb721bd2db8ac4'],False,"['raylab\\agents\\mapo\\policy.py', 'raylab\\agents\\mapo\\trainer.py']"
3d559dcc840f4ac9429c41e7d9fcbc4253f76583,"fix(mapo): compile all losses and set default config

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['d3d3e63a75afda3ed8fe65ca3fc13d8e1678c73c'],False,"['raylab\\agents\\mapo\\policy.py', 'raylab\\agents\\mapo\\trainer.py']"
c6ece7f4dde88893d422d1eb9e6a9931703258fe,"fix(losses): minimize negative entropy

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['b66c9ffcafccba893af0bbc7f365e803cb5c7a88'],False,['raylab\\losses\\mapo.py']
1379bbcb5f81ccd529f38af686bf0df79d321c13,"fix(ci): specify actions-poetry version

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['76783947c92fefe62398c28455f2b64908709789'],False,['.github\\workflows\\poetry-package.yml']
1e32326adabeb0662a07e200c4bd2347614191e4,"fix(ci): specify full actions-poetry version

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['1379bbcb5f81ccd529f38af686bf0df79d321c13'],False,['.github\\workflows\\poetry-package.yml']
9c3a2a2b50dae823a496c811a53f7cde6831f6ce,fix(readme): add links to badges,['16d149a4d3a6bc3446d85d73bbeb08be14b284ba'],False,['README.rst']
dab90afa68a5ece06756af2c304a64aa3baf4bba,"fix(readme): remove whitespace from URL

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['242ebccbe8a38142f2647d1ca6eb4a0b0f6869c8'],False,['README.rst']
12d06cc323dd5ca72cc22d2a24d2c97db0b33f91,"Merge tag 'v0.8.2' into develop

Fix badges in readme","['c77c367e1f038760ca00aa07bca2a395b3728b5a', 'b67325df3dd3c44f4ca8fc515a8790d69536ddb5']",True,[]
e0f2c5ea2c605ce704250c993cb5fefb04b4078e,"Merge tag 'v0.8.3' into develop

Fix CD pipeline","['12d06cc323dd5ca72cc22d2a24d2c97db0b33f91', '4b7d4b08e8b47fdfc6121f4ded780076434be9eb']",True,[]
b7f88d3240e20819e76bc67477a27ec3eea04f68,"fix(examples): disable true_model in MAPO

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['6a73f8874681fd24dc8a021acd85fa1abf502a29'],False,['examples\\MAPO\\swingup.py']
a93c69884e8e8fc7b1d33a7708c9cd84d59846b6,"fix(deps): add opencv-python Gym requirement

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['0d6554df9167060742f2be934c7f03e440e59839'],False,"['poetry.lock', 'pyproject.toml']"
c5962c8d1117691be14843d3d3f5a1c5cae460c9,"fix(policy): set pre-training eval epoch to -1

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['c5cabe00d922ae10b3c95a5e8a17941fa71087e2'],False,['raylab\\policy\\model_based\\training_mixin.py']
e65a9dc86d27d450f436d12fe84b1ebc0743cc6a,"fix(policy): allow nonnegative improvement threshold

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['1de1946a96b70eb31fbde8b180a63ed646e9bc63'],False,['raylab\\policy\\model_based\\training_mixin.py']
1730ce45423e107a65866404f5bf0fd5abf0534e,"fix(policy): assert threshold is either None or nonnegative

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['e65a9dc86d27d450f436d12fe84b1ebc0743cc6a'],False,['raylab\\policy\\model_based\\training_mixin.py']
276b61e903cf7e4769e6dff17f7295eea04e37b1,"fix(policy): preserve gradient scaling by summing model losses

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['1730ce45423e107a65866404f5bf0fd5abf0534e'],False,['raylab\\policy\\model_based\\training_mixin.py']
30775f36c528a3e442fb72db8fbd517000b817a8,"Merge tag 'v0.8.5' into develop

\#### New Features
* (policy): evaluate models before training
* (policy): add EnvFnMixin hooks

\#### Fixes
* (policy): preserve gradient scaling by summing model losses
* (policy): assert threshold is either None or nonnegative
* (policy): allow nonnegative improvement threshold
* (policy): set pre-training eval epoch to -1
* (policy): log evaluator losses with eval prefix

\#### Refactorings
* (agents): use EnvFnMixin hooks","['d4d16b2dc637ade3976193185f46b7de867718f5', 'ec2d4b83949a9b3db9f35a04f86a4ace79fc57cc']",True,[]
12c30b911f3ecd81d2dd48e638f95c4baf7da470,"fix(networks): set encoder defaults for actor and critic

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['1f19ec1625e5f1d4b4731b508ee2072707e2e51d'],False,"['raylab\\modules\\networks\\actor\\policy\\deterministic.py', 'raylab\\modules\\networks\\critic\\q_value.py', 'tests\\modules\\test_ddpg.py']"
09abd40da78710e2809e1384ea7677054bfd51b8,"fix(networks): use deterministic actor spec

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['105a0d10e33e15592aba2756d02faf0c764577a9'],False,['raylab\\modules\\networks\\actor\\deterministic.py']
dc18a0f3ba30eb65494a5cb4464ecc8f76880c41,"fix(networks): add Gaussian noise if requested

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['9bd649e4bbe45fb87e423a40fc8ee76a7bc7d201'],False,['raylab\\modules\\networks\\actor\\deterministic.py']
459fdca8f31a84cdbcf1752b0e5fd6ad22a76316,"fix(modules): create and script new DDPG

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['ff62d98f2dc7c612540ffbb71529f40dd1db5a2f'],False,"['raylab\\modules\\ddpg.py', 'raylab\\modules\\networks\\actor\\policy\\deterministic.py', 'raylab\\modules\\networks\\critic\\action_value.py', 'raylab\\modules\\networks\\critic\\q_value.py']"
d746d616e03bacb8183dfc1e3a009ee6ac51ef39,"fix(losses): replace module mixin imports

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['459fdca8f31a84cdbcf1752b0e5fd6ad22a76316'],False,"['raylab\\losses\\mle.py', 'raylab\\losses\\policy_gradient.py', 'raylab\\losses\\svg.py', 'tests\\losses\\conftest.py']"
9ff72abbc43d09b3cc65ff5e62a0746bc4c1be77,"fix(networks): correctly pass arguments torch jit._fork

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['25fb7e48724696f5913d23c2d951a0dedc7cd287'],False,"['raylab\\modules\\networks\\critic\\q_value.py', 'raylab\\modules\\networks\\model\\stochastic\\ensemble.py', 'raylab\\modules\\networks\\model\\stochastic\\single.py', 'tests\\modules\\networks\\critic\\test_action_value.py']"
b36be36b7da8d8bb9ad2faa2e2fbdea1e846365d,"fix(networks): pass `name` argument to initialize_

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['48f197c140da47f6757655fd2ace9ee8cf872771'],False,"['raylab\\modules\\networks\\actor\\policy\\deterministic.py', 'raylab\\modules\\networks\\actor\\policy\\stochastic.py', 'raylab\\modules\\networks\\critic\\q_value.py', 'raylab\\modules\\networks\\mlp.py', 'raylab\\modules\\networks\\model\\stochastic\\single.py']"
7f9a929869b1714ac71783ecf9b57b1b374320e8,"chore(modules): rename modules and raise error for repeated names

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['82271ab9d041f997e9d842a4c6a80e377a30d90c'],False,"['raylab\\agents\\mage\\trainer.py', 'raylab\\agents\\mapo\\trainer.py', 'raylab\\agents\\mbpo\\trainer.py', 'raylab\\policy\\modules\\__init__.py', 'raylab\\policy\\modules\\catalog.py', 'raylab\\policy\\modules\\mb_ddpg.py', 'raylab\\policy\\modules\\mb_sac.py', 'raylab\\policy\\modules\\registry.py', 'raylab\\policy\\torch_policy.py']"
9ec76f8163294ebeb517c522f63d438bbe44fa23,"test(mbpo): fix typo

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['7f9a929869b1714ac71783ecf9b57b1b374320e8'],False,['tests\\raylab\\agents\\mbpo\\test_trainer.py']
ef492fb1e6ccd976f4f04fe0dcfcfde2ee5b99fd,"fix(agents): avoid permanently altering RLlib's Trainer cls variables

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['3ca06e1c74bcdd20d08d849051d829e4f495e15c'],False,['raylab\\agents\\trainer.py']
fd726bc8d71e91b208a484ebd249141ec155f11b,"fix(tests): avoid overriding RLlib's 'optimizer' config

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['ef492fb1e6ccd976f4f04fe0dcfcfde2ee5b99fd'],False,['tests\\raylab\\agents\\test_trainer.py']
ff6ffb3be612a2b894ffac032b5560ca265e9562,"fix(policy): handle default config merging with new trainer setup

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['fd726bc8d71e91b208a484ebd249141ec155f11b'],False,['raylab\\policy\\torch_policy.py']
adad2aa4aa7076ee4039bd7a7cb92f69b0ec9254,"fix(agents): document RLlib common parameters

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['167611b42e229e6fe3ceaccd788232c6f3c1afe9'],False,['raylab\\agents\\config.py']
57fb089b8244dee18aff54982174c18ba1083ae4,"Merge tag 'v0.10.0' into develop

 #### New Features

* add config & info decorators for trainers
* add config info for RLlib common parameters
* (agents): use config decorators for all agents
* (cli): add raylab-info
* (cli): add option to list all parameters of an agent

 #### Fixes

* (agents): document RLlib common parameters
* (policy): handle default config merging with new trainer setup
* (tests): avoid overriding RLlib's 'optimizer' config
* (agents): avoid permanently altering RLlib's Trainer class variables

 #### Refactorings

* (agents): remove StatsTracker
* (modules): add -v0 suffix to deprecated modules","['2f926519d8a788c2a9d66f6241a7ef8d37057a50', '8ec79d4e8fbebd857f67eeb4013f0a079081945d']",True,[]
a397d5d705674578048bfc8adebdd9b66e217c86,"fix(agents): document ray-0.8.6 parameters

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['8c9b5f44365e1d9b45d8fec15f709e16beabea51'],False,['raylab\\agents\\config.py']
8f976c4564b1b23595a2431651a699f32479b06e,"fix(agents): allow unknown subkeys for module and torch_optimizer

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['5f7d365ad5e118b0b54b539d632eeaa84217eb85'],False,['raylab\\agents\\trainer.py']
afa39066bb7fd2bda06667509335b41c300c9742,"fix(examples): remove clipped_double_q option

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['8f976c4564b1b23595a2431651a699f32479b06e'],False,"['examples\\MAPO\\swingup.py', 'examples\\MBPO\\swingup.py']"
e36dc4e54906cb0c9600cefd6780c6275fd60448,"fix(examples): substitute ModelBasedSAC for MBSAC

Signed-off-by: Ângelo Lovatto <angelolovatto@gmail.com>",['afa39066bb7fd2bda06667509335b41c300c9742'],False,"['examples\\MAPO\\swingup.py', 'examples\\MBPO\\swingup.py']"
054f986fcff2fddbd37ab70cb9c9c6dfc6ab5a1b,"Merge tag 'v0.10.1' into develop

#### Fixes

* (agents): allow unknown subkeys in module and torch_optimizer
* (examples): substitute ModelBasedSAC for MBSAC","['a3815b295f16379b99c9d2d6bb12418da0637481', '8148e5f5e1feee674ff3dac726c2d0191237ecce']",True,[]
